gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1664,512,4096,ck,18,0,19.4461,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,358.91,545.96,0.0
gfx942,304,1728,512,4096,ck,18,0,20.1254,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,360.13,543.82,0.0
gfx942,304,1792,512,4096,ck,18,0,19.4766,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,385.91,578.76,0.0
gfx942,304,1856,512,4096,ck,18,0,19.4715,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,399.8,595.74,0.0
gfx942,304,1920,512,4096,ck,18,0,19.4855,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,413.28,612.12,0.0
gfx942,304,1984,512,4096,ck,18,0,19.3932,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,429.09,631.93,0.0
gfx942,304,2048,512,4096,ck,18,0,20.1214,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,426.91,625.35,0.0
gfx942,304,2112,512,4096,ck,18,0,19.6161,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,451.59,658.16,0.0
gfx942,304,2176,512,4096,ck,18,0,20.2368,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,451.0,654.17,0.0
gfx942,304,2240,512,4096,ck,18,0,20.0557,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,468.46,676.41,0.0
gfx942,304,2304,512,4096,ck,18,0,20.9637,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,460.97,662.75,0.0
gfx942,304,2368,512,4096,ck,18,0,20.7224,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,479.29,686.28,0.0
gfx942,304,2432,512,4096,ck,18,0,22.2983,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,457.46,652.47,0.0
gfx942,304,2496,512,4096,ck,3,0,34.8587,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,300.33,426.77,0.0
gfx942,304,2560,512,4096,ck,3,0,32.6605,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,328.76,465.53,0.0
gfx942,304,2624,512,4096,ck,18,0,35.1493,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,313.12,441.89,0.0
gfx942,304,2688,512,4096,ck,3,0,35.1171,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,321.05,451.62,0.0
gfx942,304,2752,512,4096,ck,3,0,32.3295,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,357.03,500.7,0.0
gfx942,304,2816,512,4096,ck,3,0,33.4983,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,352.59,493.01,0.0
gfx942,304,2880,512,4096,ck,3,0,34.6923,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,348.19,485.49,0.0
gfx942,304,2944,512,4096,ck,3,0,33.6491,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,366.96,510.28,0.0
gfx942,304,3008,512,4096,ck,3,0,34.0027,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,371.04,514.61,0.0
gfx942,304,3072,512,4096,ck,3,0,33.6169,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,383.29,530.26,0.0
gfx942,304,3136,512,4096,ck,3,0,34.9199,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,376.67,519.86,0.0
gfx942,304,3200,512,4096,ck,3,0,34.3863,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,390.32,537.46,0.0
gfx942,304,3264,512,4096,ck,3,0,34.7934,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,393.47,540.59,0.0
gfx942,304,3328,512,4096,ck,3,0,34.6987,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,402.28,551.51,0.0
gfx942,304,3456,512,4096,ck,18,0,35.4682,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,408.69,558.02,0.0
gfx942,304,3648,512,4096,ck,3,0,36.843,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,415.3,563.88,0.0
gfx942,304,3712,512,4096,ck,18,0,37.2022,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,418.5,567.24,0.0
gfx942,304,3840,512,4096,ck,3,0,38.521,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,418.11,564.83,0.0
gfx942,304,4032,512,4096,ck,18,0,39.6038,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,427.02,574.21,0.0
gfx942,304,4224,512,4096,ck,3,0,39.7885,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,445.27,596.25,0.0
gfx942,304,4352,512,4096,ck,3,0,40.498,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,450.73,601.99,0.0
gfx942,304,7296,512,4096,ck,2,0,58.3007,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,524.89,676.71,0.0
gfx942,304,8192,512,4096,ck,2,0,59.5549,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,576.94,739.49,0.0
gfx942,304,8320,512,4096,ck,2,0,59.9363,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,582.23,745.72,0.0
gfx942,304,13952,512,4096,ck,0,0,90.52,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,646.48,812.32,0.0
gfx942,304,15488,512,4096,ck,0,0,93.8218,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,692.39,867.56,0.0
gfx942,304,16384,512,4096,ck,0,0,93.0658,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,738.4,923.9,0.0
gfx942,304,16,1024,4096,ck,8,0,14.8902,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.01,288.28,0.0
gfx942,304,32,1024,4096,ck,8,0,15.2849,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,17.56,287.27,0.0
gfx942,304,48,1024,4096,ck,8,0,14.7782,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,27.25,303.77,0.0
gfx942,304,64,1024,4096,ck,8,0,14.6362,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,36.68,313.44,0.0
gfx942,304,80,1024,4096,ck,8,0,14.4303,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,46.51,324.72,0.0
gfx942,304,96,1024,4096,ck,8,0,14.826,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,54.32,322.69,0.0
gfx942,304,112,1024,4096,ck,8,0,14.9331,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,62.92,326.95,0.0
gfx942,304,128,1024,4096,ck,8,0,14.4811,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,74.15,343.95,0.0
gfx942,304,144,1024,4096,ck,8,0,14.5618,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,82.95,348.79,0.0
gfx942,304,160,1024,4096,ck,8,0,15.0103,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,89.42,344.92,0.0
gfx942,304,176,1024,4096,ck,8,0,14.5231,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,101.66,363.26,0.0
gfx942,304,192,1024,4096,ck,8,0,15.1871,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,106.05,353.85,0.0
gfx942,304,208,1024,4096,ck,8,0,14.629,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,119.27,374.07,0.0
gfx942,304,224,1024,4096,ck,8,0,14.5987,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,128.71,381.58,0.0
gfx942,304,240,1024,4096,ck,8,0,15.0334,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,133.92,377.08,0.0
gfx942,304,256,1024,4096,ck,8,0,15.1644,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,141.61,380.31,0.0
gfx942,304,288,1024,4096,ck,8,0,14.8156,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,163.07,402.53,0.0
gfx942,304,320,1024,4096,ck,18,0,18.6532,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,143.91,330.26,0.0
gfx942,304,352,1024,4096,ck,18,0,19.7727,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,149.34,321.5,0.0
gfx942,304,384,1024,4096,ck,18,0,18.5699,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,173.46,352.92,0.0
gfx942,304,416,1024,4096,ck,18,0,20.0063,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,174.43,337.4,0.0
gfx942,304,448,1024,4096,ck,18,0,18.5134,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,202.99,375.23,0.0
gfx942,304,480,1024,4096,ck,18,0,19.9234,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,202.1,358.54,0.0
gfx942,304,512,1024,4096,ck,18,0,18.8002,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,228.45,390.42,0.0
gfx942,304,544,1024,4096,ck,18,0,20.1137,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,226.88,374.7,0.0
gfx942,304,640,1024,4096,ck,18,0,19.0774,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,281.42,425.97,0.0
gfx942,304,768,1024,4096,ck,18,0,19.4918,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,330.52,457.26,0.0
gfx942,304,800,1024,4096,ck,18,0,20.5318,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,326.85,443.68,0.0
gfx942,304,832,1024,4096,ck,18,0,19.805,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,352.4,469.89,0.0
gfx942,304,864,1024,4096,ck,18,0,21.1086,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,343.36,450.18,0.0
gfx942,304,896,1024,4096,ck,18,0,19.1595,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,392.3,506.24,0.0
gfx942,304,928,1024,4096,ck,18,0,20.7641,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,374.91,476.59,0.0
gfx942,304,960,1024,4096,ck,18,0,20.1722,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,399.22,500.32,0.0
gfx942,304,992,1024,4096,ck,18,0,22.2013,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,374.82,463.45,0.0
gfx942,304,1024,1024,4096,ck,18,0,19.9724,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,430.09,525.01,0.0
gfx942,304,1088,1024,4096,ck,18,0,19.7196,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,462.83,551.68,0.0
gfx942,304,1152,1024,4096,ck,18,0,20.6942,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,466.98,544.7,0.0
gfx942,304,1216,1024,4096,ck,18,0,21.4066,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,476.51,544.94,0.0
gfx942,304,1280,1024,4096,ck,3,0,32.2173,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,333.28,374.29,0.0
gfx942,304,1344,1024,4096,ck,3,0,34.3739,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,327.99,362.25,0.0
gfx942,304,1408,1024,4096,ck,3,0,33.0327,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,357.56,388.86,0.0
gfx942,304,1472,1024,4096,ck,3,0,34.4585,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,358.34,384.18,0.0
gfx942,304,1536,1024,4096,ck,3,0,32.5323,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,396.06,419.01,0.0
gfx942,304,1600,1024,4096,ck,3,0,35.0599,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,382.82,400.02,0.0
gfx942,304,1664,1024,4096,ck,3,0,34.5684,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,403.8,417.08,0.0
